,age,ecode,inpatient,sex,high_income,N1,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N2,N20,N21,N22,N23,N24,N25,N26,N27,N28,N3,N30,N31,N32,N33,N34,N35,N36,N37,N38,N39,N4,N40,N41,N42,N43,N44,N45,N46,N47,N48,N5,N51,N52,N53,N54,N6,N7,N8,N9,N99
0,0,inj_animal_nonven,0,1,0,0,0,0,0,0,0.283018868,0,0.006289308,0,0.006289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006289308,0,0.628930818,0.044025157,0,0,0.006289308,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0,0
1,0,inj_animal_nonven,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,inj_animal_nonven,0,2,0,0,0,0,0,0,0.282828283,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636,0.03030303,0,0.02020202,0,0,0,0.02020202,0,0,0,0,0,0,0,0,0,0,0
3,0,inj_animal_nonven,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,inj_animal_nonven,1,1,0,0,0,0,0,0,0,0,0.009708738,0,0.019417476,0,0.004854369,0.009708738,0,0.019417476,0.009708738,0.004854369,0,0.014563107,0,0.033980583,0,0,0,0,0,0,0,0,0.004854369,0,0.004854369,0,0.529126214,0.213592233,0,0.009708738,0,0,0.004854369,0.106796117,0,0,0,0,0,0,0,0,0,0,0
5,0,inj_animal_nonven,1,1,1,0,0,0,0,0,0.009864365,0.012330456,0.001233046,0.002466091,0.003699137,0,0.001233046,0.003699137,0,0.002466091,0.025893958,0,0,0.006165228,0,0.006165228,0.001233046,0,0,0,0,0,0,0,0.001233046,0.002466091,0.023427867,0,0.411837238,0.009864365,0,0.001233046,0.013563502,0.004932182,0.011097411,0.441430333,0,0,0,0,0,0,0,0.001233046,0.001233046,0,0
6,0,inj_animal_nonven,1,2,0,0,0,0,0,0,0.006802721,0,0.013605442,0,0.006802721,0.006802721,0,0,0,0.013605442,0.020408163,0.006802721,0,0,0,0.020408163,0.020408163,0,0,0.006802721,0,0,0,0,0.006802721,0,0.034013605,0,0.544217687,0.170068027,0,0.027210884,0,0,0.020408163,0.047619048,0.006802721,0,0,0,0,0,0,0,0.013605442,0.006802721,0
7,0,inj_animal_nonven,1,2,1,0,0,0,0,0,0.013372957,0.008915305,0,0.002971768,0.001485884,0,0.004457652,0.001485884,0,0,0.014858841,0.001485884,0,0.013372957,0,0.007429421,0.001485884,0,0,0,0,0,0,0.001485884,0.002971768,0,0.019316493,0.001485884,0.439821694,0.007429421,0.001485884,0.005943536,0.011887073,0,0.013372957,0.421991085,0,0,0,0,0,0,0,0,0.001485884,0,0
8,0,inj_animal_venom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0.960784314,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0
9,0,inj_animal_venom,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,inj_animal_venom,0,2,0,0,0,0,0,0,0,0,0,0,0.01369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917808219,0,0,0,0,0,0.068493151,0,0,0,0,0,0,0,0,0,0,0
11,0,inj_animal_venom,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,inj_animal_venom,1,1,0,0,0,0,0,0.002155172,0.004310345,0.002155172,0.002155172,0,0.002155172,0.002155172,0,0.002155172,0,0.002155172,0,0,0,0,0.002155172,0,0.002155172,0,0.002155172,0,0,0,0.002155172,0,0,0,0,0,0.030172414,0.892241379,0,0.006465517,0,0,0.002155172,0.030172414,0.004310345,0,0,0,0,0,0.002155172,0,0.004310345,0,0
13,0,inj_animal_venom,1,1,1,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757763975,0,0,0,0,0.062111801,0.155279503,0,0,0,0,0,0,0,0,0.01242236,0,0
14,0,inj_animal_venom,1,2,0,0,0,0,0,0,0.00295858,0,0.00591716,0,0.00591716,0,0,0,0,0.00591716,0.00295858,0,0,0.00295858,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0.020710059,0.890532544,0,0.00887574,0,0,0.00887574,0.032544379,0.00295858,0,0,0,0,0,0,0,0.00591716,0,0
15,0,inj_animal_venom,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007092199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0.794326241,0,0,0.007092199,0,0.014184397,0.14893617,0,0,0,0,0,0,0,0,0.007092199,0,0
16,0,inj_disaster,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,inj_disaster,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,inj_disaster,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,inj_disaster,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,inj_disaster,1,1,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.111111111,0.111111111,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0.222222222,0,0
21,0,inj_disaster,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.368421053,0,0,0,0,0,0,0,0,0,0.368421053,0.052631579,0
22,0,inj_disaster,1,2,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
23,0,inj_disaster,1,2,1,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0.071428571,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.142857143,0,0,0,0,0,0,0,0,0,0.5,0.071428571,0
24,0,inj_drowning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,inj_drowning,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
26,0,inj_drowning,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846153846,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0
27,0,inj_drowning,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,inj_drowning,1,1,0,0,0,0,0,0,0,0.00952381,0,0,0.00952381,0,0,0.057142857,0,0.00952381,0,0,0,0.028571429,0.00952381,0.028571429,0,0,0.028571429,0,0,0,0.695238095,0,0,0.00952381,0,0,0.028571429,0.047619048,0,0,0,0.019047619,0.00952381,0,0,0,0,0,0,0,0,0,0.00952381,0,0
29,0,inj_drowning,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003759398,0,0,0,0,0.003759398,0,0,0.005639098,0.001879699,0,0,0.530075188,0,0,0,0.001879699,0,0.001879699,0,0,0.001879699,0.007518797,0.436090226,0,0.005639098,0,0,0,0,0,0,0,0,0,0,0
30,0,inj_drowning,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025316456,0,0,0,0,0,0.050632911,0,0,0,0,0,0,0,0,0.886075949,0.012658228,0,0,0,0,0,0.012658228,0,0,0,0.012658228,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,inj_drowning,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002114165,0.002114165,0,0,0.00422833,0,0,0,0.479915433,0,0,0,0.002114165,0,0.002114165,0.002114165,0.002114165,0,0.002114165,0.496828753,0,0.002114165,0,0,0,0,0,0,0,0,0,0.002114165,0
32,0,inj_electrocution,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,0,inj_electrocution,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,0,inj_electrocution,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0,inj_electrocution,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,inj_electrocution,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492754,0,0,0,0.043478261,0,0,0,0.014492754,0.115942029,0.014492754,0,0,0,0,0,0,0,0,0.014492754,0.623188406,0.15942029,0
37,0,inj_electrocution,1,1,1,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.733333333,0.016666667,0
38,0,inj_electrocution,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0.028571429,0,0,0,0.028571429,0,0,0,0,0.028571429,0.057142857,0,0.085714286,0,0,0,0,0,0,0,0.6,0.142857143,0
39,0,inj_electrocution,1,2,1,0,0.06122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0.183673469,0.020408163,0.020408163,0,0,0,0,0,0,0,0,0.653061224,0.020408163,0
40,0,inj_falls,0,1,0,0,0,0.001082837,0,0.00378993,0.137520303,0.029778018,0,0.002165674,0.00378993,0.002165674,0,0.005955604,0,0.036275041,0.031943692,0,0.000541419,0.03302653,0.008662696,0.138061722,0,0,0,0,0.000541419,0,0,0,0,0.000541419,0.01840823,0,0.346507851,0,0,0.001082837,0.026529507,0,0.001082837,0.16783974,0.001624256,0,0,0,0,0,0,0.000541419,0,0.000541419,0
41,0,inj_falls,0,1,1,0,0,0,0,0.018518519,0.009259259,0.049382716,0.021604938,0.012345679,0.012345679,0.00617284,0,0.040123457,0.00308642,0.043209877,0.151234568,0.00617284,0,0.040123457,0.049382716,0.209876543,0,0,0,0,0,0,0,0,0.00617284,0,0.009259259,0,0.061728395,0,0.00308642,0,0,0,0.00308642,0.104938272,0.00308642,0,0.009259259,0.043209877,0.009259259,0.021604938,0,0,0.00617284,0,0.046296296
42,0,inj_falls,0,2,0,0,0,0.001536098,0.000768049,0.003840246,0.175883257,0.029953917,0.000768049,0.000768049,0.005376344,0.003840246,0.000768049,0.005376344,0,0.021505376,0.030721966,0.000768049,0,0.028417819,0.003840246,0.164362519,0,0,0.000768049,0,0,0,0,0,0,0,0.012288786,0,0.333333333,0.001536098,0.000768049,0.000768049,0.021505376,0,0.000768049,0.14516129,0.003840246,0,0,0,0,0,0,0,0.000768049,0,0
43,0,inj_falls,0,2,1,0,0,0,0.003663004,0.010989011,0,0.051282051,0,0.007326007,0.007326007,0.007326007,0,0.054945055,0.007326007,0.04029304,0.095238095,0.003663004,0.003663004,0.058608059,0.054945055,0.208791209,0,0,0,0,0,0,0,0,0.007326007,0.003663004,0.003663004,0,0.073260073,0,0,0,0.003663004,0,0.003663004,0.113553114,0.007326007,0,0.014652015,0.047619048,0.007326007,0.029304029,0,0,0.014652015,0,0.054945055
44,0,inj_falls,1,1,0,0.000110522,0.000110522,0.002763042,0.002099912,0.005526083,0.024535809,0.059129089,0.01193634,0.011825818,0.022214854,0.017793988,0.000110522,0.046861185,0.002320955,0.090185676,0.064213086,0.00132626,0.003757737,0.059681698,0.04918214,0.328028294,0.004420866,0.000442087,0.002210433,0.000884173,0.000221043,0,0.000994695,0,0.008289125,0.00265252,0.00331565,0.00066313,0.057471264,0.01061008,0.006852343,0.010389036,0.003536693,0.00198939,0.019120248,0.028625111,0.023099027,0.000221043,0,0,0,0,0.000552608,0.000221043,0.008068081,0.001436782,0
45,0,inj_falls,1,1,1,0,0,0.000156104,6.24E-05,6.24E-05,0.004527006,0.020855448,0.001654699,0.000280987,0.001186388,0.002247893,3.12E-05,0.010896035,9.37E-05,0.010958476,0.26237902,0.000936622,0.000280987,0.057633469,0.070746175,0.191664065,3.12E-05,0,0.000124883,0.000156104,0,6.24E-05,0.000187324,6.24E-05,0.00043709,0.000312207,0.003309397,0,0.045675929,0.000124883,0.000499532,0.000718077,0.029753356,0.000124883,0.000312207,0.280143615,0.000343428,0,0,0,0,0,0,0,0.00087418,9.37E-05,0
46,0,inj_falls,1,2,0,0,0,0.003809839,0.002484678,0.001987742,0.015570648,0.054165976,0.009110485,0.004638065,0.009276131,0.024846778,0.00033129,0.040086135,0.002319033,0.060957429,0.074871625,0.000993871,0.001656452,0.062945171,0.047705814,0.382806029,0.002981613,0.000496936,0.002981613,0.001656452,0.00033129,0.000165645,0.000496936,0.000165645,0.011760808,0.003478549,0.002319033,0.000496936,0.052012589,0.013251615,0.00414113,0.007288388,0.002484678,0.002153387,0.019546132,0.033957264,0.026337585,0.00033129,0,0,0,0,0.000496936,0.000828226,0.007950969,0.001325162,0
47,0,inj_falls,1,2,1,0,0,0.001187869,3.71E-05,0.000111363,0.004565871,0.021530124,0.001410594,0.000148484,0.000928023,0.00371209,0,0.013066558,0.000111363,0.013326404,0.229889751,0.000668176,0.000185605,0.072274398,0.074130443,0.190987045,3.71E-05,0,3.71E-05,0.000111363,0.000148484,0,7.42E-05,0,0.000482572,0.00040833,0.002969672,0,0.035153495,0.000111363,0.000371209,0.000631055,0.032666394,0.000111363,0.00040833,0.296930101,0.000148484,0,0,0,0,0,0,0,0.00081666,0.000111363,0
48,0,inj_fires,0,1,0,0,0,0,0,0,0,0.012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987013,0,0,0,0,0,0,0,0.012987013,0,0.077922078,0.051948052,0,0.038961039,0,0.168831169,0,0,0,0,0,0,0,0,0,0,0.519480519,0.103896104,0
49,0,inj_fires,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013888889,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0.736111111,0.069444444,0.055555556
50,0,inj_fires,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0,0,0,0,0,0.035714286,0,0.017857143,0.035714286,0,0.017857143,0,0.125,0,0,0,0,0,0,0,0,0,0,0.678571429,0.071428571,0
51,0,inj_fires,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0.020833333,0,0,0,0.104166667,0,0,0,0,0,0,0,0,0.645833333,0.145833333,0.0625
52,0,inj_fires,1,1,0,0,0.000516529,0,0,0,0.001549587,0.002066116,0,0,0.001033058,0.000516529,0,0.001033058,0.000516529,0.002582645,0.000516529,0,0,0.000516529,0.000516529,0.006714876,0.001033058,0,0.000516529,0,0,0,0.000516529,0,0.000516529,0.000516529,0.003099174,0,0.016012397,0.016528926,0.001033058,0.003615702,0.000516529,0.014979339,0.005681818,0.001549587,0.004132231,0,0,0,0,0,0,0,0.72572314,0.185950413,0
53,0,inj_fires,1,1,1,0,0.002035623,0,0,0,0,0,0,0,0,0.000101781,0,0,0,0,0.001221374,0,0,0.000203562,0.000101781,0.000712468,0.000101781,0,0,0,0,0,0,0,0.000101781,0,0.001628499,0,0.001526718,0.015979644,0.000101781,0.000203562,0.000916031,0.000814249,0.002849873,0.001424936,0,0,0,0,0,0,0,0,0.885292621,0.084681934,0
54,0,inj_fires,1,2,0,0,0.000718391,0,0,0.001436782,0.001436782,0.001436782,0,0.000718391,0.002155172,0,0,0.000718391,0,0.003591954,0,0,0,0.000718391,0.001436782,0.003591954,0.001436782,0,0.000718391,0.000718391,0,0,0,0,0,0.001436782,0.005747126,0,0.016522989,0.014367816,0.000718391,0.001436782,0,0.010775862,0.007902299,0.001436782,0.001436782,0,0,0,0,0,0,0,0.70545977,0.211925287,0
55,0,inj_fires,1,2,1,0,0.002932551,0,0,0,0.000266596,0.000133298,0,0,0,0,0,0.000133298,0,0,0.001066382,0,0.000133298,0.000133298,0.000133298,0.000133298,0,0,0,0,0,0,0,0,0,0,0.002132765,0,0.000933085,0.022793922,0,0.000533191,0.001466276,0.000133298,0.003065849,0.001599573,0.000133298,0,0,0,0,0,0,0,0.882431352,0.079712077,0
56,0,inj_foreign_aspiration,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0.2,0,0,0.05,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,inj_foreign_aspiration,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,inj_foreign_aspiration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
59,0,inj_foreign_aspiration,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,inj_foreign_aspiration,1,1,0,0,0,0,0,0,0.027272727,0.013636364,0,0,0.013636364,0,0,0.009090909,0,0.027272727,0,0,0,0.018181818,0,0.004545455,0.009090909,0,0.568181818,0.15,0,0,0.027272727,0.009090909,0,0.009090909,0,0,0.009090909,0.054545455,0.013636364,0.009090909,0,0,0.022727273,0.004545455,0,0,0,0,0,0,0,0,0,0,0
61,0,inj_foreign_aspiration,1,1,1,0,0,0,0,0,0,0.002542912,0.000317864,0,0,0,0,0.001271456,0,0,0.001271456,0.000635728,0,0.000317864,0,0.001271456,0,0.000317864,0.74920534,0.067387158,0,0,0.000635728,0.011443102,0.000635728,0.000635728,0,0,0.005403687,0.003814367,0.003496503,0.000953592,0.002860776,0.002225048,0.126827718,0.011443102,0,0.000317864,0,0,0,0,0,0,0.004767959,0,0
62,0,inj_foreign_aspiration,1,2,0,0,0,0,0,0,0.014184397,0.028368794,0,0,0,0,0,0.021276596,0,0.035460993,0.007092199,0,0,0,0,0,0.007092199,0,0.624113475,0.113475177,0,0,0.035460993,0.021276596,0,0,0,0,0.014184397,0.04964539,0.007092199,0.007092199,0,0,0.014184397,0,0,0,0,0,0,0,0,0,0,0,0
63,0,inj_foreign_aspiration,1,2,1,0,0,0.000350508,0,0,0,0.002453558,0,0,0.000350508,0,0,0,0,0.000350508,0.001051525,0.000350508,0,0.000701016,0,0.001402033,0,0,0.8170347,0.035050824,0,0,0.000701016,0.01191728,0.000701016,0.000350508,0,0,0.003154574,0.003505082,0.002453558,0.000701016,0.000350508,0.002804066,0.100245356,0.011216264,0,0,0,0,0,0,0,0,0.002804066,0,0
64,0,inj_foreign_eye,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,inj_foreign_eye,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,inj_foreign_eye,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,inj_foreign_eye,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,inj_foreign_eye,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,inj_foreign_eye,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0.892857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,inj_foreign_eye,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,inj_foreign_eye,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0.952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,inj_foreign_other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161764706,0.264705882,0.308823529,0,0,0,0,0,0,0.147058824,0,0.058823529,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,inj_foreign_other,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,inj_foreign_other,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0.12244898,0.489795918,0,0,0,0.020408163,0,0,0.081632653,0,0.102040816,0.163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,inj_foreign_other,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,inj_foreign_other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004219409,0,0,0,0,0.008438819,0,0.021097046,0.367088608,0.47257384,0,0,0,0.004219409,0,0,0.050632911,0,0.037974684,0.004219409,0.004219409,0.004219409,0.004219409,0,0.004219409,0.004219409,0.004219409,0,0,0,0,0,0,0,0.004219409,0,0
77,0,inj_foreign_other,1,1,1,0,0.002806361,0,0,0,0.00592454,0,0.000311818,0,0,0,0,0,0,0,0.000623636,0,0,0.000311818,0.000311818,0.000311818,0,0.004365451,0.370439663,0.500155909,0,0,0.000623636,0.000311818,0,0.000935454,0.014967259,0.000311818,0.0505145,0.002494543,0.004365451,0.000935454,0.002494543,0.000311818,0.008419083,0.026816339,0,0,0,0,0,0,0,0,0.000935454,0,0
78,0,inj_foreign_other,1,2,0,0,0,0,0,0,0.005882353,0,0.011764706,0,0,0,0,0,0,0,0.017647059,0,0,0,0,0,0,0.035294118,0.329411765,0.494117647,0,0,0,0,0,0,0.023529412,0,0.029411765,0,0.011764706,0,0,0.005882353,0.017647059,0.011764706,0,0,0,0,0,0,0,0,0.005882353,0,0
79,0,inj_foreign_other,1,2,1,0,0.001118151,0,0,0,0.006708908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372717,0,0,0.004845322,0.36861722,0.494222885,0,0,0,0,0.000372717,0.001118151,0.024226612,0,0.052553112,0.000745434,0.003727171,0.000745434,0.004472605,0,0.00521804,0.029817369,0,0,0,0,0,0,0,0,0.000745434,0.000372717,0
80,0,inj_homicide_gun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,inj_homicide_gun,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,inj_homicide_gun,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,inj_homicide_gun,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
